ID,SECTION,LINENO,ANYMORE,RELAT,NODE_GENDER,LIVEWITH,NODE_AGE,NODE_AGEDK,TALKFREQ0,TALKFREQ1,TALKFREQ2,TALKFREQ3,TALKFREQ4,TALKFREQ5,TALKFREQ6,TALKFREQ7,HOWCLOSE,HEALTHTALK,SPCURRENT
"100986",1,4,0,11,2,0,-3,-3,7,0,4,0,-3,-3,7,0,3,2,0
"100986",2,6,-3,1,1,1,83,-3,8,5,7,4,7,-3,-3,7,3,2,1
"100986",3,7,-3,6,1,0,-3,-3,7,2,0,0,0,-3,7,-3,4,3,0
"101009",1,1,1,1,2,1,80,-3,8,-3,6,6,-3,-3,-3,-3,3,3,1
"101009",1,2,1,6,1,0,-3,-3,4,6,-3,-2,-3,-3,-3,-3,3,1,0
"101009",1,3,0,6,2,0,-3,-3,6,6,-2,-3,-3,-3,-3,-3,3,1,0
"101013",1,1,0,1,2,1,68,-3,8,-3,-3,-3,-3,-3,-3,8,4,3,1
"101013",3,7,-3,12,1,0,-3,-3,8,8,-3,-3,-3,-3,-3,-3,2,1,0
"101045",1,1,1,1,1,0,-3,-3,-1,-3,-2,-2,-2,-2,-3,-2,4,1,1
"101045",1,2,1,6,2,0,-3,-3,8,-2,-3,7,7,7,-3,7,4,3,0
"101045",1,3,1,6,2,0,-3,-3,7,-2,7,-3,7,7,-3,7,4,3,0
"101045",1,4,1,6,2,0,-3,-3,7,-2,7,7,-3,7,-3,3,4,3,0
"101045",1,5,1,6,2,0,-3,-3,8,-2,7,7,7,-3,-3,3,4,3,0
"101045",3,7,-3,7,2,0,-3,-3,6,-2,7,7,3,3,-3,-3,3,3,0
"101066",1,1,1,11,2,0,-3,-3,7,-3,4,3,-3,-3,-3,-3,2,2,0
"101066",1,2,1,6,2,0,-3,-3,8,4,-3,6,-3,-3,-3,-3,3,3,0
"101066",1,3,0,6,2,0,-3,-3,7,3,6,-3,-3,-3,-3,-3,2,2,0
"101078",1,1,1,9,2,0,-3,-3,8,-3,8,4,1,1,4,-3,4,3,0
"101078",1,2,1,9,1,0,-3,-3,7,8,-3,4,1,0,4,-3,4,2,0
"101078",1,3,1,12,2,0,-3,-3,7,4,4,-3,4,0,1,-3,2,3,0
"101078",1,4,1,12,2,0,-3,-3,4,1,1,4,-3,0,0,-3,2,1,0
"101078",1,5,0,13,1,0,-3,-3,8,1,0,0,0,-3,0,-3,2,1,0
"101078",2,6,-3,1,1,0,-3,-3,6,4,4,1,0,0,-3,-3,4,1,1
"101084",1,1,1,10,1,0,-3,-3,8,-3,7,8,8,-3,-3,8,3,3,0
"101084",1,2,1,1,2,1,78,-3,8,7,-3,7,6,-3,-3,6,4,3,1
"101084",1,3,1,6,2,0,-3,-3,8,8,7,-3,6,-3,-3,6,3,3,0
"101084",1,4,0,11,1,0,-3,-3,8,8,6,6,-3,-3,-3,8,3,2,0
"101084",3,7,-3,11,1,0,-3,-3,8,8,6,6,8,-3,-3,-3,3,2,0
"101124",1,1,1,8,1,0,-3,-3,7,-3,6,7,-3,-3,-3,3,3,2,0
"101124",1,2,1,8,2,0,-3,-3,7,6,-3,4,-3,-3,-3,4,3,2,0
"101124",1,3,0,1,2,1,72,-3,8,7,4,-3,-3,-3,-3,8,4,3,1
"101124",3,7,-3,6,2,0,-3,-3,8,3,4,8,-3,-3,-3,-3,4,3,0
"101130",1,1,0,8,2,0,-3,-3,7,-3,-3,-3,-3,-3,-3,-3,3,3,0
"101148",1,1,1,18,2,0,-3,-3,7,-3,1,1,-3,-3,-3,1,1,2,0
"101148",1,2,1,11,1,0,-3,-3,3,1,-3,1,-3,-3,-3,1,1,2,0
"101148",1,3,0,11,1,0,-3,-3,3,1,1,-3,-3,-3,-3,1,1,1,0
"101148",3,7,-3,6,1,0,-3,-3,4,1,1,1,-3,-3,-3,-3,2,3,0
"101169",1,1,1,1,2,1,71,-3,8,-3,4,4,8,8,-3,4,4,3,1
"101169",1,2,1,6,2,0,-3,-3,4,4,-3,4,3,3,-3,1,3,3,0
"101169",1,3,1,6,2,0,-3,-3,4,4,4,-3,3,3,-3,3,2,3,0
"101169",1,4,1,6,1,0,-3,-3,8,8,3,3,-3,8,-3,4,3,3,0
"101169",1,5,1,6,1,0,-3,-3,8,8,3,3,8,-3,-3,4,3,3,0
"101169",3,7,-3,9,1,0,-3,-3,4,4,1,3,4,4,-3,-3,3,2,0
"101182",1,1,1,11,2,0,-3,-3,8,-3,6,-3,-3,-3,8,8,4,3,0
"101182",1,2,0,11,2,0,-3,-3,8,6,-3,-3,-3,-3,6,1,2,2,0
"101182",2,6,-3,3,1,1,63,-3,8,8,6,-3,-3,-3,-3,8,4,3,1
"101182",3,7,-3,11,2,0,-3,-3,7,8,1,-3,-3,-3,8,-3,2,3,0
"101182",4,8,1,6,1,1,48,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101182",4,9,1,9,2,1,28,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101182",4,10,1,9,2,1,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101182",4,11,0,9,2,1,7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101195",1,1,1,6,2,0,-3,-3,6,-3,7,-3,-3,-3,-3,-3,2,3,0
"101195",1,2,0,6,2,0,-3,-3,7,7,-3,-3,-3,-3,-3,-3,2,3,0
"101256",1,1,1,9,2,2,21,-3,8,-3,8,7,-3,-3,-3,-3,3,2,0
"101256",1,2,1,9,1,1,4,-3,8,8,-3,7,-3,-3,-3,-3,4,1,0
"101256",1,3,0,6,2,0,-3,-3,7,7,7,-3,-3,-3,-3,-3,3,3,0
"101389",1,1,1,6,1,0,-3,-3,7,-3,6,3,6,-3,-3,-3,4,3,0
"101389",1,2,1,6,2,0,-3,-3,7,6,-3,7,8,-3,-3,-3,4,3,0
"101389",1,3,1,9,2,0,-3,-3,6,3,7,-3,8,-3,-3,-3,3,2,0
"101389",1,4,0,10,1,0,-3,-3,7,6,8,8,-3,-3,-3,-3,3,2,0
"101447",1,1,1,1,1,1,67,-3,8,-3,4,4,4,4,-3,-3,3,2,1
"101447",1,2,1,6,1,0,-3,-3,5,4,-3,3,3,4,-3,-3,2,3,0
"101447",1,3,1,6,2,0,-3,-3,5,4,3,-3,4,4,-3,-3,2,2,0
"101447",1,4,1,6,2,0,-3,-3,5,4,3,4,-3,3,-3,-3,2,2,0
"101447",1,5,1,6,1,0,-3,-3,5,4,4,4,3,-3,-3,-3,2,2,0
"101447",4,8,0,6,2,1,33,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101468",2,6,-3,1,2,1,57,-3,8,-3,-3,-3,-3,-3,-3,8,4,1,1
"101468",3,7,-3,6,1,1,22,-3,8,-3,-3,-3,-3,-3,8,-3,3,1,0
"101468",4,8,0,6,2,1,20,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101475",1,1,1,1,1,1,76,-3,8,-3,6,6,-3,-3,-3,-3,3,3,1
"101475",1,2,1,6,1,0,-3,-3,6,6,-3,7,-3,-3,-3,-3,3,3,0
"101475",1,3,0,6,1,0,-3,-3,6,6,7,-3,-3,-3,-3,-3,3,3,0
"101508",1,1,1,6,2,0,-3,-3,8,-3,3,7,-3,-3,-3,-3,4,3,0
"101508",1,2,1,11,2,0,-3,-3,8,3,-3,0,-3,-3,-3,-3,3,3,0
"101508",1,3,0,6,1,0,-3,-3,6,7,0,-3,-3,-3,-3,-3,3,3,0
"101512",1,1,1,11,2,0,-3,-3,4,-3,1,1,0,-3,-3,0,4,3,0
"101512",1,2,1,9,2,0,-3,-3,8,1,-3,1,1,-3,-3,1,4,3,0
"101512",1,3,1,11,2,0,-3,-3,6,1,1,-3,0,-3,-3,0,3,3,0
"101512",1,4,0,9,2,0,-3,-3,7,0,1,0,-3,-3,-3,3,4,3,0
"101512",3,7,-3,9,2,1,51,-3,8,0,1,0,3,-3,-3,-3,4,3,0
"101512",4,8,0,9,2,1,51,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101549",1,1,0,1,1,1,72,-3,8,-3,-3,-3,-3,-3,-3,-3,3,3,1
"101596",1,1,1,13,2,0,-3,-3,8,-3,-2,-3,-3,-3,0,3,3,3,0
"101596",1,2,0,6,2,0,-3,-3,8,-2,-3,-3,-3,-3,7,7,3,3,0
"101596",2,6,-3,1,1,1,58,-3,8,0,7,-3,-3,-3,-3,7,3,3,1
"101596",3,7,-3,6,1,0,-3,-3,7,3,7,-3,-3,-3,7,-3,3,2,0
"101633",1,1,1,8,2,0,-3,-3,7,-3,7,7,-3,-3,8,7,3,3,0
"101633",1,2,1,11,1,0,-3,-3,7,7,-3,6,-3,-3,7,6,4,3,0
"101633",1,3,0,6,1,0,-3,-3,7,7,6,-3,-3,-3,8,7,3,3,0
"101633",2,6,-3,1,2,1,64,-3,8,8,7,8,-3,-3,-3,8,4,3,1
"101633",3,7,-3,6,2,0,-3,-3,7,7,6,7,-3,-3,8,-3,3,3,0
"101633",4,8,1,9,1,1,14,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101633",4,9,1,9,1,1,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101633",4,10,1,9,1,1,6,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101633",4,11,1,9,2,1,12,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101633",4,12,0,9,2,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101667",1,1,1,1,2,1,55,-3,8,-3,5,8,8,-3,-3,-3,4,3,1
"101667",1,2,1,4,2,0,-3,-3,6,5,-3,5,5,-3,-3,-3,3,3,0
"101667",1,3,1,6,1,1,11,-3,8,8,5,-3,8,-3,-3,-3,3,2,0
"101667",1,4,0,6,2,1,7,-3,8,8,5,8,-3,-3,-3,-3,3,2,0
"101679",1,1,1,1,2,1,57,-3,8,-3,6,-3,-3,-3,-3,7,4,3,1
"101679",1,2,0,5,1,0,-3,-3,5,6,-3,-3,-3,-3,-3,5,3,2,0
"101679",3,7,-3,6,1,1,31,-3,7,7,5,-3,-3,-3,-3,-3,2,2,0
"101679",4,8,0,10,2,1,32,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101701",1,1,0,1,2,1,36,-3,8,-3,-3,-3,-3,-3,-3,6,4,3,1
"101701",3,7,-3,5,1,0,-3,-3,6,6,-3,-3,-3,-3,-3,-3,2,2,0
"101701",4,8,1,6,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101701",4,9,1,6,1,1,9,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101701",4,10,1,6,1,1,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101701",4,11,1,6,1,1,8,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101701",4,12,1,18,2,1,15,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101701",4,13,0,18,2,1,12,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101740",1,1,0,6,2,1,59,-3,8,-3,-3,-3,-3,-3,-3,-3,3,3,0
"101803",1,1,1,6,2,0,-3,-3,8,-3,4,5,6,-3,-3,-3,4,3,0
"101803",1,2,1,6,2,0,-3,-3,8,4,-3,3,5,-3,-3,-3,4,3,0
"101803",1,3,1,10,2,0,-3,-3,7,5,3,-3,1,-3,-3,-3,4,3,0
"101803",1,4,0,6,2,0,-3,-3,8,6,5,1,-3,-3,-3,-3,4,3,0
"101842",1,1,0,1,1,1,63,-3,8,-3,-3,-3,-3,-3,-3,8,4,3,1
"101842",3,7,-3,6,1,0,-3,-3,8,8,-3,-3,-3,-3,-3,-3,4,2,0
"101842",4,8,0,6,2,1,33,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0
"101861",1,1,1,6,2,0,-3,-3,8,-3,7,-3,-3,-3,-3,-3,4,3,0
"101861",1,2,0,11,2,0,-3,-3,8,7,-3,-3,-3,-3,-3,-3,3,3,0
"101937",1,1,1,11,2,0,-3,-3,8,-3,3,-3,-3,-3,-3,-3,4,3,1
"101937",1,2,0,8,1,0,-3,-3,3,3,-3,-3,-3,-3,-3,-3,4,3,0
"101944",1,1,1,8,2,0,-3,-3,7,-3,4,4,4,3,-3,1,4,3,0
"101944",1,2,1,8,1,0,-3,-3,7,4,-3,4,5,4,-3,1,3,3,0
"101944",1,3,1,8,2,0,-3,-3,5,4,4,-3,4,4,-3,1,3,3,0
"101944",1,4,1,8,2,0,-3,-3,5,4,5,4,-3,4,-3,1,3,3,0
"101944",1,5,1,8,1,0,-3,-3,4,3,4,4,4,-3,-3,1,3,3,0
"101944",3,7,-3,11,2,0,-3,-3,6,1,1,1,1,1,-3,-3,3,3,0
"101971",1,1,0,1,2,1,79,-3,8,-3,-3,-3,-3,-3,-3,-3,4,3,1
"101985",1,1,1,1,2,1,55,-3,8,-3,1,7,3,5,-3,6,4,3,1
"101985",1,2,1,11,1,0,-3,-3,5,1,-3,3,0,0,-3,3,3,3,0
"101985",1,3,1,11,1,0,-3,-3,6,7,3,-3,4,0,-3,6,2,2,0
"101985",1,4,1,18,1,0,-3,-3,4,3,0,4,-3,0,-3,4,3,3,0
"101985",1,5,0,8,2,0,-3,-3,6,5,0,0,0,-3,-3,0,3,2,0
"101985",3,7,-3,14,1,0,-3,-3,7,6,3,6,4,0,-3,-3,3,3,0
"101992",1,1,1,6,2,0,-3,-3,7,-3,5,6,6,7,-3,5,3,2,0
"101992",1,2,1,6,2,0,-3,-3,6,5,-3,6,6,6,-3,6,3,3,0
"101992",1,3,1,6,2,0,-3,-3,6,6,6,-3,7,6,-3,6,3,2,0
"101992",1,4,1,6,1,0,-3,-3,7,6,6,7,-3,5,-3,6,2,2,0
"101992",1,5,1,6,2,0,-3,-3,6,7,6,6,5,-3,-3,5,2,2,0
"101992",3,7,-3,6,2,0,-3,-3,7,5,6,6,6,5,-3,-3,3,2,0
"102002",1,1,1,6,2,0,-3,-3,7,-3,7,7,7,-3,-3,-3,3,3,0
"102002",1,2,1,6,2,0,-3,-3,7,7,-3,7,7,-3,-3,-3,3,3,0
"102002",1,3,1,6,2,0,-3,-3,7,7,7,-3,7,-3,-3,-3,3,3,0
"102002",1,4,0,6,1,0,-3,-3,7,7,7,7,-3,-3,-3,-3,3,3,0
"102041",1,1,1,1,1,1,66,-3,8,-3,7,7,-3,-3,-3,-3,4,3,1
"102041",1,2,1,6,2,0,-3,-3,8,7,-3,7,-3,-3,-3,-3,3,3,0
"102041",1,3,0,8,2,0,-3,-3,8,7,7,-3,-3,-3,-3,-3,3,3,0
"102115",1,1,1,8,2,0,-3,-3,5,-3,1,3,2,-3,3,0,3,2,0
"102115",1,2,1,11,2,0,-3,-3,8,1,-3,0,0,-3,5,3,3,2,0
"102115",1,3,1,6,1,0,-3,-3,6,3,0,-3,3,-3,4,0,4,3,0
"102115",1,4,0,6,2,0,-3,-3,4,2,0,3,-3,-3,2,0,4,2,0
"102115",2,6,-3,1,1,1,67,-3,8,3,5,4,2,-3,-3,7,3,3,1
"102115",3,7,-3,10,2,0,-3,-3,5,0,3,0,0,-3,7,-3,3,1,0
"102136",1,1,1,6,2,0,-3,-3,7,-3,0,0,-3,-3,-3,8,4,3,0
"102136",1,2,1,11,2,0,-3,-3,6,0,-3,0,-3,-3,-3,0,3,1,0
"102136",1,3,0,11,1,0,-3,-3,4,0,0,-3,-3,-3,-3,0,3,2,0
"102136",3,7,-3,9,2,0,-3,-3,7,8,0,0,-3,-3,-3,-3,4,1,0
"102170",1,1,1,6,2,0,-3,-3,8,-3,7,-3,-3,-3,-3,4,4,3,0
"102170",1,2,0,6,1,0,-3,-3,7,7,-3,-3,-3,-3,-3,4,3,3,0
"102170",3,7,-3,9,1,1,22,-3,8,4,4,-3,-3,-3,-3,-3,4,3,0
"102189",1,1,1,1,2,1,63,-3,8,-3,7,7,5,5,-3,5,3,3,1
"102189",1,2,1,6,2,0,-3,-3,7,7,-3,7,2,2,-3,3,3,2,0
"102189",1,3,1,6,1,0,-3,-3,7,7,7,-3,1,1,-3,7,3,2,0
"102189",1,4,1,11,2,0,-3,-3,3,5,2,1,-3,8,-3,3,2,1,0
"102189",1,5,0,11,1,0,-3,-3,3,5,2,1,8,-3,-3,3,2,1,0
"102189",3,7,-3,14,1,0,-3,-3,6,5,3,7,3,3,-3,-3,2,3,0
"102221",1,1,1,1,1,1,75,-3,8,-3,5,4,4,4,-3,-3,4,3,1
"102221",1,2,1,9,2,0,-3,-3,7,5,-3,0,0,0,-3,-3,4,3,0
"102221",1,3,1,11,2,0,-3,-3,5,4,0,-3,0,0,-3,-3,3,2,0
"102221",1,4,1,11,2,0,-3,-3,5,4,0,0,-3,0,-3,-3,3,2,0
